id,method_id,feature,display_name,display_order,display_values,computed,compute_rule,display_help,groups,created_by,updated_by,created_at,updated_at,deleted_at,display_interval
146,114,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<25"", ""1"":""<25"", ""2"":""<25"", ""3"":""<25"", ""4"":""17+""}"
147,115,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<25"", ""1"":""<25"", ""2"":""<25"", ""3"":""<25"", ""4"":""17+""}"
148,116,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<25"", ""1"":""<25"", ""2"":""<25"", ""3"":""<25"", ""4"":""17+""}"
149,117,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<23"", ""1"":""<23"", ""2"":""<23"", ""3"":""<23"", ""4"":""17+""}"
150,118,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<19"", ""1"":""<19"", ""2"":""<19"", ""3"":""<19"", ""4"":""17+""}"
151,119,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<19"", ""1"":""<19"", ""2"":""<19"", ""3"":""<19"", ""4"":""17+""}"
93,120,Proximal,Proximal,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-19"", ""1"":""17-18"", ""2"":""17-19"", ""3"":""17-22"", ""4"":""17+""}"
94,120,Distal,Distal,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<20"", ""1"":""<20"", ""2"":""<20"", ""3"":""<20"", ""4"":""17+""}"
87,121,Proximal,Proximal,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<19"", ""1"":""<19"", ""2"":""<19"", ""3"":""<19"", ""4"":""17+""}"
88,121,Distal,Distal,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-20"", ""1"":""17-20"", ""2"":""17-19"", ""3"":""17-22"", ""4"":""17+""}"
152,122,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
153,123,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
154,124,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""<25"", ""1"":""<25"", ""2"":""<25"", ""3"":""<25"", ""4"":""17+""}"
155,125,Epiphyseal Ring,Epiphyseal Ring,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,"{""0"":""17-18"", ""1"":""17-20"", ""2"":""17-22"", ""3"":""17-23"", ""4"":""17+""}"
24,127,Midlambdoid,Midlambdoid,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
25,127,Lambda,Lambda,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
26,127,Obelion,Obelion,3,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
27,127,Anterior sagittal,Anterior sagittal,4,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
28,127,Bregma,Bregma,5,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
29,127,Midcoronal,Midcoronal,6,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
30,127,Pterion,Pterion,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
31,127,Sphenofrontal,Sphenofrontal,8,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
32,127,Inferior sphenotemporal,Inferior sphenotemporal,9,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
33,127,Superior sphenotemporal,Superior sphenotemporal,10,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
34,127,VAULT,Composite Score - VAULT,11,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4"", ""5"":""5"", ""6"":""6"", ""7"":""7"", ""8"":""8"", ""9"":""9"", ""10"":""10"", ""11"":""11"", ""12"":""12"", ""13"":""13"", ""14"":""14"", ""15"":""15"", ""16"":""16"", ""17"":""17"", ""18"":""18"", ""19"":""19"", ""20"":""20"", ""21"":""21""}",true,"Midlambdoid,Lambda,Obelion,Anterior sagittal,Bregma,Midcoronal,Pterion",,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
35,127,LAT-ANT,Composite Score - LAT-ANT,12,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4"", ""5"":""5"", ""6"":""6"", ""7"":""7"", ""8"":""8"", ""9"":""9"", ""10"":""10"", ""11"":""11"", ""12"":""12"", ""13"":""13"", ""14"":""14"", ""15"":""15""}",true,"Midcoronal,Pterion,Sphenofrontal,Inferior sphenotemporal,Superior sphenotemporal",,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
69,128,Tooth 1,Tooth 1,1,"{""D"":""D - Crown complete"", ""E"":""E - Root length < crown"", ""F"":""F - Funnel-shaped root ends"", ""G"":""G - Root apices open"", ""H"":""H - Root apices closed""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
70,128,Tooth 16,Tooth 16,2,"{""D"":""D - Crown complete"", ""E"":""E - Root length < crown"", ""F"":""F - Funnel-shaped root ends"", ""G"":""G - Root apices open"", ""H"":""H - Root apices closed""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
65,129,Tooth 17,Tooth 17,1,"{""D"":""D - Crown complete"", ""E"":""E - Root length < crown"", ""F"":""F - Funnel-shaped root ends"", ""G"":""G - Root apices open"", ""H"":""H - Root apices closed""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
66,129,Tooth 32,Tooth 32,2,"{""D"":""D - Crown complete"", ""E"":""E - Root length < crown"", ""F"":""F - Funnel-shaped root ends"", ""G"":""G - Root apices open"", ""H"":""H - Root apices closed""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
67,130,Tooth 1,Tooth 1,1,"{""D"":""D - Crown complete"", ""E"":""E - Root length < crown"", ""F"":""F - Funnel-shaped root ends"", ""G"":""G - Root apices open"", ""H"":""H - Root apices closed""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
68,130,Tooth 16,Tooth 16,2,"{""D"":""D - Crown complete"", ""E"":""E - Root length < crown"", ""F"":""F - Funnel-shaped root ends"", ""G"":""G - Root apices open"", ""H"":""H - Root apices closed""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
36,131,LLQ: midlambdoid left,LLQ: midlambdoid left,1,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
37,131,LRQ: midlambdoid right,LRQ: midlambdoid right,2,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
38,131,LAQ: lambda,LAQ: lambda,3,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
39,131,OBQ: obelion,OBQ: obelion,4,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
40,131,ASQ: anterior sagittal,ASQ: anterior sagittal,5,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
41,131,BRQ: bregma,BRQ: bregma,6,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
659,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-16 03:24:57,2019-12-16 03:24:57,,
661,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-16 03:27:19,2019-12-16 03:27:19,,
657,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-16 01:01:21,2019-12-16 01:01:21,,
667,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-25 16:55:22,2019-12-25 16:55:22,,
665,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-21 17:37:53,2019-12-21 17:37:53,,
671,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-25 17:17:21,2019-12-25 17:17:21,,
673,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-25 17:32:53,2019-12-25 17:32:53,,
675,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-25 17:39:33,2019-12-25 17:39:33,,
655,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-07 15:05:43,2019-12-07 15:05:43,,
653,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-07 15:04:46,2019-12-07 15:04:46,,
679,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-25 18:05:23,2019-12-25 18:05:23,,
649,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-11-22 02:01:16,2019-11-22 02:01:16,,
585,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-12-08 16:50:42,2018-12-08 16:50:42,,
42,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2018-04-29 18:35:25,,
677,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-25 17:42:59,2019-12-25 17:42:59,,
651,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-11-22 02:03:14,2019-11-22 02:03:14,,
681,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-25 20:16:59,2019-12-25 20:16:59,,
683,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-25 21:25:44,2019-12-25 21:25:44,,
614,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-11-03 02:18:53,2019-11-03 02:18:53,,
647,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-11-22 01:48:08,2019-11-22 01:48:08,,
687,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-25 22:00:41,2019-12-25 22:00:41,,
685,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-25 21:50:26,2019-12-25 21:50:26,,
689,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-25 22:09:06,2019-12-25 22:09:06,,
691,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-27 05:09:04,2019-12-27 05:09:04,,
663,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-21 16:44:14,2019-12-21 16:44:14,,
669,131,CLQ: midcoronal left,CLQ: midcoronal left,7,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2019-12-25 17:12:04,2019-12-25 17:12:04,,
43,131,CRQ: midcoronal right,CRQ: midcoronal right,8,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
44,131,PLQ: pterion left,PLQ: pterion left,9,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
45,131,PRQ: pterion right,PRQ: pterion right,10,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
46,131,SLQ: sphenofrontal left,SLQ: sphenofrontal left,11,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
47,131,SRQ: sphenofrontal right,SRQ: sphenofrontal right,12,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
48,131,ILQ: inferior sphenotemporal left,ILQ: inferior sphenotemporal left,13,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
49,131,IRQ: inferior sphenotemporal right,IRQ: inferior sphenotemporal right,14,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
50,131,TLQ: superior sphenotemporal left,TLQ: superior sphenotemporal left,15,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
51,131,TRQ: superior sphenotemporal right,TRQ: superior sphenotemporal right,16,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Ectocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
52,131,LLZ: midlambdoid left,LLZ: midlambdoid left,17,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Endocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
53,131,LRZ: midlambdoid right,LRZ: midlambdoid right,18,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Endocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
54,131,LAZ: lambda,LAZ: lambda,19,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Endocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
55,131,SAZ: midsagittal,SAZ: midsagittal,20,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Endocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
56,131,BRZ: bregma,BRZ: bregma,21,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Endocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
57,131,CLZ: midcoronal left,CLZ: midcoronal left,22,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Endocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
58,131,CRZ: midcoronal right,CRZ: midcoronal right,23,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Endocranial,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
59,131,ICP: incisive,ICP: incisive,24,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Palatine,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
60,131,AMP: anterior median palatine,AMP: anterior median palatine,25,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Palatine,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
61,131,TRP: transverse palatine,TRP: transverse palatine,26,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Palatine,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
62,131,PMP: posterior median palatine,PMP: posterior median palatine,27,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,Palatine,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
63,131,SUMCAL,Composite Score - SUMCAL,28,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4"", ""5"":""5"", ""6"":""6"", ""7"":""7"", ""8"":""8"", ""9"":""9"", ""10"":""10"", ""11"":""11"", ""12"":""12"", ""13"":""13"", ""14"":""14"", ""15"":""15"", ""16"":""16"", ""17"":""17"", ""18"":""18"", ""19"":""19"", ""20"":""20"", ""21"":""21"", ""22"":""22"", 
                ""23"":""23"", ""24"":""24"", ""25"":""25"", ""26"":""26"", ""27"":""27"", ""28"":""28"", ""29"":""29"", ""30"":""30"", ""31"":""31"", ""32"":""32"", ""33"":""33"", ""34"":""34"", ""35"":""35"", ""36"":""36"", ""37"":""37"", ""38"":""38"", ""39"":""39"", ""40"":""40"", ""41"":""41"", ""42"":""42"", ""43"":""43"", ""44"":""44"", ""45"":""45""}",true,"LLQ: midlambdoid left,LRQ: midlambdoid right,LAQ: lambda,OBQ: obelion,ASQ: anterior sagittal,BRQ: bregma,CLQ: midcoronal left,CRQ: midcoronal right,LLZ: midlambdoid left,LRZ: midlambdoid right,LAZ: lambda,SAZ: midsagittal,BRZ: bregma,CLZ: midcoronal left,CRZ: midcoronal right",,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
64,131,SUMALL,Composite Score - SUMALL,29,"{""0"":""0"", ""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4"", ""5"":""5"", ""6"":""6"", ""7"":""7"", ""8"":""8"", ""9"":""9"", ""10"":""10"", ""11"":""11"", ""12"":""12"", ""13"":""13"", ""14"":""14"", ""15"":""15"", ""16"":""16"", ""17"":""17"", ""18"":""18"", ""19"":""19"", ""20"":""20"", ""21"":""21"", ""22"":""22"", 
                ""23"":""23"", ""24"":""24"", ""25"":""25"", ""26"":""26"", ""27"":""27"", ""28"":""28"", ""29"":""29"", ""30"":""30"", ""31"":""31"", ""32"":""32"", ""33"":""33"", ""34"":""34"", ""35"":""35"", ""36"":""36"", ""37"":""37"", ""38"":""38"", ""39"":""39"", ""40"":""40"", ""41"":""41"", ""42"":""42"", ""43"":""43"", ""44"":""44"", ""45"":""45"",
                ""46"":""46"", ""47"":""47"", ""48"":""48"", ""49"":""49"", ""50"":""50"", ""51"":""51"", ""52"":""52"", ""53"":""53"", ""54"":""54"", ""55"":""55"", ""56"":""56"", ""57"":""57"", ""58"":""58"", ""59"":""59"", ""60"":""60"", ""61"":""61"", ""62"":""62"", ""63"":""63"", ""64"":""64"", ""65"":""65"", ""66"":""66"", ""67"":""67"", ""68"":""68"",
                ""69"":""69"", ""70"":""70"", ""71"":""71"", ""72"":""72"", ""73"":""73"", ""74"":""74"", ""75"":""75"", ""76"":""76"", ""77"":""77"", ""78"":""78"", ""79"":""79"", ""80"":""80"", ""81"":""81""}",true,"LLQ: midlambdoid left,LRQ: midlambdoid right,LAQ: lambda,OBQ: obelion,ASQ: anterior sagittal,BRQ: bregma,CLQ: midcoronal left,CRQ: midcoronal right,PLQ: pterion left,PRQ: pterion right,SLQ: sphenofrontal left,SRQ: sphenofrontal right,ILQ: inferior sphenotemporal left,IRQ: inferior sphenotemporal right,TLQ: superior sphenotemporal left,TRQ: superior sphenotemporal right,LLZ: midlambdoid left,LRZ: midlambdoid right,LAZ: lambda,SAZ: midsagittal,BRZ: bregma,CLZ: midcoronal left,CRZ: midcoronal right,ICP: incisive,AMP: anterior median palatine,TRP: transverse palatine,PMP: posterior median palatine",,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
9,132,Auricular Surface,Auricular Surface,1,"{""1"":""1"", ""2"":""2"", ""3"":""3"", ""4"":""4"", ""5"":""5"", ""6"":""6""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
502,133,Subpubic concavity,Subpubic concavity,1,"{""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
503,133,Ischiopubic ramus,Ischiopubic ramus,2,"{""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
504,133,Ventral Arc,Ventral Arc,3,"{""1"":""1"", ""2"":""2"", ""3"":""3""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
536,134,Orbital form,Orbital form,1,"{""round"":""round"", ""rectangular"":""rectangular"", ""sloping"":""sloping""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
537,134,Nasal opening,Nasal opening,2,"{""narrow"":""narrow"", ""medium"":""medium"", ""broad"":""broad""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
538,134,Nasal depression,Nasal depression,3,"{""straight"":""straight"", ""slight"":""slight"", ""deep"":""deep""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
539,134,Nasal sill,Nasal sill,4,"{""deep"":""deep"", ""shallow"":""shallow"", ""guttered"":""guttered""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
540,134,Zygomatic projection,Zygomatic projection,5,"{""retreating"":""retreating"", ""vertical"":""vertical"", ""projecting"":""projecting""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
541,134,Prognathism,Prognathism,6,"{""slight"":""slight"", ""moderate"":""moderate"", ""none"":""none""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
542,134,Palatine torus,Palatine torus,7,"{""present"":""present"", ""absent"":""absent""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
543,134,Chin shape,Chin shape,8,"{""bilobate"":""bilobate"", ""blunt"":""blunt"", ""pointed"":""pointed""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
544,134,Ascending ramus,Ascending ramus,9,"{""pinched"":""pinched"", ""wide"":""wide"", ""vertical"":""vertical"", ""slanted"":""slanted""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
545,134,Gonial angle,Gonial angle,10,"{""inverted"":""inverted"", ""straight"":""straight"", ""everted"":""everted""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
546,134,Mandibular torus,Mandibular torus,11,"{""present"":""present"", ""absent"":""absent""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
547,134,Keeling,Keeling,12,"{""present"":""present"", ""absent"":""absent""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
548,134,Post-bregmatic depression,Post-bregmatic depression,13,"{""present"":""present"", ""absent"":""absent""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
505,135,Olecranon fossa,Olecranon fossa,1,"{""triangle"":""triangle"", ""oval"":""oval""}",false,,,,System,System,2018-04-29 18:35:25,2019-12-27 05:09:04,,
