id,sb_id,name,display_name,display_order,description,display_help,comment,instrument,min_value,max_value,step_value,min_threshold,max_threshold,stature,sex,created_by,updated_by,created_at,updated_at,deleted_at,help_url
196,61,Man_06R,Man_06R Minimum Right Ramus Breadth,9,Least breadth of the mandibular ramus measured perpendicular to the height of the ramus.,"Least breadth of the mandibular ramus measured perpendicular to the height of the ramus (Martin and Knussmann 1988:183, #71a; Moore-Jansen et al. 1994, #30; Langley et al. 2016:72, #34).",The measurement is taken at the waist of the ramus (the point where the distance between the anterior and posterior margins of the ramus is the smallest).,sliding caliper.,10,99,0.01,19,43,false,false,System,System,2018-12-08 16:50:26,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
197,61,Man_07L,Man_07L Maximum Left Ramus Breadth,10,Distance between the most anterior point on the mandibular ramus and a line connecting the most posterior point on the condyle and the angle of the jaw.,"Distance between the most anterior point on the mandibular ramus and a line connecting the most posterior point on the condyle and the angle of the jaw (Moore-Jansen et al. 1994, #31).","",sliding caliper.,10,99,0.01,29,53,false,false,System,System,2018-12-08 16:50:26,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
198,61,Man_07R,Man_07R Maximum Right Ramus Breadth,11,Distance between the most anterior point on the mandibular ramus and a line connecting the most posterior point on the condyle and the angle of the jaw.,"Distance between the most anterior point on the mandibular ramus and a line connecting the most posterior point on the condyle and the angle of the jaw (Moore-Jansen et al. 1994, #31).","",sliding caliper.,10,99,0.01,29,53,false,false,System,System,2018-12-08 16:50:26,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
36,61,Man_08,Man_08 Maximum Ramus Height,12,Direct distance from the highest point on the mandibular condyle to gonion (go).,"Direct distance from the highest point on the mandibular condyle to gonion (go) (Martin and Knussmann 1988:183, #70; Moore-Jansen et al. 1994, #32; Langley et al. 2016:72, #35).",Apply movable board of the mandibulometer to the posterior borders of the mandibular rami and the fixed board against the most anterior point of the chin.,mandibulometer.,10,150,0.01,39,81,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
37,61,Man_09,Man_09 Mandibular Length,13,Distance of the anterior margin of the chin from a center point on the projected straight line placed along the posterior border of the two mandibular angles.,"Distance of the anterior margin of the chin from a center point on the projected straight line placed along the posterior border of the two mandibular angle (Martin and Knussmann 1988:185, #79; Moore-Jansen et al. 1994, #34; Langley et al. 2016:72, #37).","In case of “rocker jaws”, the bone is held in place by pressing down on the second molars.",mandibulometer.,10,150,0.01,56,98,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
38,61,Man_10,Man_10 Mandibular Angle,14,Angle formed by the inferior border of the corpus and the posterior border of the ramus.,"Angle formed by the inferior border of the corpus and the posterior border of the ramus (Martin and Knussmann 1988:185, #79; Moore-Jansen et al. 1994, #34; Langley et al. 2016:72, #37).","In case of rocker jaw, the bone is held in place by pressing down on the second molars.",mandibulometer.,50,300,0.01,104,146,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#mandible
83,64,MC1_01,MC1_01 Maximum Length of the 1st Metacarpal,1,This is the maximum length of the bone.  The measurement should be taken with sliding calipers.,"This is the maximum length of the bone.  The measurement should be taken with sliding calipers. (Byrd and Adams 2015, #52.5A)","Move the bone up, down, and sideways in order to obtain the maximum distance.",sliding calipers. ,10,99,0.01,42,55,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#hands
84,65,MC2_01,MC2_01 Maximum Length of the 2nd Metacarpal,2,This is the maximum length of the bone.  The measurement should be taken with sliding calipers.,"This is the maximum length of the bone.  The measurement should be taken with sliding calipers.  (Byrd and Adams 2015, #52.5B).","Move the bone up, down, and sideways in order to obtain the maximum distance.",sliding calipers. ,10,150,0.01,59,85,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#hands
85,66,MC3_01,MC3_01 Maximum Length of the 3rd Metacarpal,3,This is the maximum length of the bone.  The measurement should be taken with sliding calipers.,"This is the maximum length of the bone.  The measurement should be taken with sliding calipers.   (Byrd and Adams 2015, #52.5C).","Move the bone up, down, and sideways in order to obtain the maximum distance.",sliding calipers.,10,150,0.01,62,82,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#hands
86,67,MC4_01,MC4_01 Maximum Length of the 4th Metacarpal,4,This is the maximum length of the bone.  The measurement should be taken with sliding calipers.,"This is the maximum length of the bone.  The measurement should be taken with sliding calipers.   (Byrd and Adams 2015, #52.5D).","Move the bone up, down, and sideways in order to obtain the maximum distance.",sliding calipers.,10,150,0.01,53,71,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#hands
87,68,MC5_01,MC5_01 Maximum Length of the 5th Metacarpal,5,This is the maximum length of the bone.  The measurement should be taken with sliding calipers.,"This is the maximum length of the bone.  The measurement should be taken with sliding calipers.  (Byrd and Adams 2015, #52.5E). ","Move the bone up, down, and sideways in order to obtain the maximum distance.",sliding calipers. ,10,150,0.01,49,65,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#hands
166,69,MT1_01,MT1_01 Maximum Length of the 1st Metatarsal,1,"This is the maximum length of the bone.  The measurement may be taken with an osteometric board or sliding calipers.  Move the bone up, down, and sideways in order to obtain the maximum distance, in the same manner that maximum length is obtained for the humerus, femur, etc.","This is the maximum length of the bone.  The measurement may be taken with an osteometric board or sliding calipers.  (Byrd and Adams 2015, #80A).","Move the bone up, down, and sideways in order to obtain the maximum distance, in the same manner that maximum length is obtained for the humerus, femur, etc.",sliding caliper.,10,150,0.01,57,80,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#feet
167,70,MT2_01,MT2_01 Maximum Length of the 2nd Metatarsal,2,This is the maximum length of the bone.  The measurement may be taken with an osteometric board or sliding calipers.,"This is the maximum length of the bone.  The measurement may be taken with an osteometric board or sliding calipers.  (Byrd and Adams 2015, #80B)","Move the bone up, down, and sideways in order to obtain the maximum distance, in the same manner that maximum length is obtained for the humerus, femur, etc.",sliding caliper.,10,150,0.01,66,94,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#feet
168,71,MT3_01,MT3_01 Maximum Length of the 3rd Metatarsal,3,This is the maximum length of the bone.  The measurement may be taken with an osteometric board or sliding calipers.,"This is the maximum length of the bone.  The measurement may be taken with an osteometric board or sliding calipers.  (Byrd and Adams 2015, #80C)","Move the bone up, down, and sideways in order to obtain the maximum distance, in the same manner that maximum length is obtained for the humerus, femur, etc.",sliding caliper.,10,150,0.01,61,87,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#feet
169,72,MT4_01,MT4_01 Maximum Length of the 4th Metatarsal,4,This is the maximum length of the bone.  The measurement may be taken with an osteometric board or sliding calipers.,"This is the maximum length of the bone.  The measurement may be taken with an osteometric board or sliding calipers.  (Byrd and Adams 2015, #80D)","Move the bone up, down, and sideways in order to obtain the maximum distance, in the same manner that maximum length is obtained for the humerus, femur, etc.",sliding caliper.,10,150,0.01,60,84,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#feet
170,73,MT5_01,MT5_01 Maximum Length of the 5th Metatarsal,5,This is the maximum length of the bone.  The measurement may be taken with an osteometric board or sliding calipers.,"This is the maximum length of the bone.  The measurement may be taken with an osteometric board or sliding calipers.  (Byrd and Adams 2015, #80E)","Move the bone up, down, and sideways in order to obtain the maximum distance, in the same manner that maximum length is obtained for the humerus, femur, etc.",sliding caliper.,10,150,0.01,60,88,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#feet
172,75,Nav_01,Nav_01 Maximum Length of the Navicular,1,This is the maximum length of the bone.  The measurement should be taken with sliding calipers.,"This is the maximum length of the bone.  The measurement should be taken with sliding calipers.   (Byrd and Adams 2015, #80G)","Move the bone up, down, and sideways in order to obtain the maximum distance, in the same manner that maximum length is obtained for the humerus, femur, etc.",sliding caliper.,10,99,0.01,33,52,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#feet
101,77,Osc_01,Osc_01 Maximum Innominate Height,1,Distance from the most superior point on the iliac crest to the most inferior point on the ischial tuberosity.,"Distance from the most superior point on the iliac crest to the most inferior point on the ischial tuberosity (Hrdlicka 1920:135; Martin and Knussmann 1988:213, #1; Moore-Jansen et al. 1994, #56; Langley et al. 2016:77, #64).","When using an osteometric board, place the ischium against the vertical end board and press the movable upright against the iliac crest. Move the ilium sideways and up and down to obtain the maximum distance.",osteometric board or spreading caliper.,100,400,0.01,168,258,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
102,77,Osc_02,Osc_02 Maximum Iliac Breadth,2,Distance from the anterior-superior iliac spine to the posterior-superior iliac spine.,"Distance from the anterior-superior iliac spine to the posterior-superior iliac spine  (Martin and Knussmann 1988:213, #2; Moore-Jansen et al. 1994, #57; Langley et al. 2016:77, #65).","",spreading caliper.,50,300,0.01,128,188,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
103,77,Osc_03,Osc_03 Pubis Length,3,Distance from the point in the acetabulum where the three elements of the os coxa meet to the upper end of the pubic symphysis.,"Distance from the point in the acetabulum where the three elements of the os coxa meet to the upper end of the pubic symphysis (Moore-Jansen et al. 1994, #58).","The measuring point in the acetabulum may be identified in the adult by (1) an irregularity which is frequently visible, both on the acetabular and pelvic surfaces; (2) a change in thickness which may be seen by holding the bone up to a light; (3) a notch often present in the border of the articular surface in the acetabulum. In measuring the pubis, care should be taken to hold the caliper parallel to the long axis of the bone.",sliding caliper.,10,200,0.01,52,106,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
104,77,Osc_04,Osc_04 Ischium Length,4,Distance from the point in the acetabulum where the three elements meet to the deepest point on the ischial tuberosity.,"Distance from the point in the acetabulum where the three elements meet to the deepest point on the ischial tuberosity (Moore-Jansen et al. 1994, #59).",Ischium length should be measured approximately perpendicular to pubis length.,sliding caliper.,10,200,0.01,62,110,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
105,77,Osc_05,Osc_05 Minimum Iliac Breadth,5,"Position one end of the calipers in the sciatic notch and place the opposing jaw in the concavity either above or below the anterior inferior iliac spine (AIIS) to find the minimum distance. The measurement will usually be taken inferior to the AIIS. Once the jaws of the calipers are in a concavity bordering the AIIS, move the opposing jaws within the sciatic notch to find the minimum distance.","Position one end of the calipers in the sciatic notch and place the opposing jaw in the concavity either above or below the anterior inferior iliac spine (AIIS) to find the minimum distance. The measurement will usually be taken inferior to the AIIS. Once the jaws of the calipers are in a concavity bordering the AIIS, move the opposing jaws within the sciatic notch to find the minimum distance (Langley et al. 2016:77, #66; Byrd and Adams 2015, #59D).","",sliding caliper.,10,150,0.01,54,76,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
106,77,Osc_06,Osc_06 Maximum Pubis Length (XPL),6,The distance between symphysion (the most superior point on the symphyseal face to the farthest point on the acetabular rim.,"The distance between symphysion (the most superior point on the symphyseal face to the farthest point on the acetabular rim (Langley et al. 2016:77, #67).",The measurement is taken to the rim itself (not inside or outside the rim).,spreading caliper.,50,200,0.01,110,128,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
107,77,Osc_07,Osc_07 Minimum Pubis Length (WPL),7,The distance between symphysion (the most superior point on the symphyseal face) to the closest point on the acetabular rim.,"The distance between symphysion (the most superior point on the symphyseal face) to the closest point on the acetabular rim (Langley et al. 2016:77, #68).",The measurement is taken to the rim itself (not inside or outside the rim).,spreading caliper,10,150,0.01,64,79,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
108,77,Osc_08,Osc_08 Ischial Length (ISL),8,The distance from the point on the acetabular rim where the iliac blade meets the acetabulum to the most medial point on the epiphysis of the ischial tuberosity. ,"The distance from the point on the acetabular rim where the iliac blade meets the acetabulum to the most medial point on the epiphysis of the ischial tuberosity (Langley et al. 2016:77, #69). ","If the borders of the epiphysis cannot be determined, do not take this measurement.",sliding caliper,10,250,0.01,73,151,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
109,77,Osc_09,Osc_09 Minimum Ischial Length (WISL),9,The distance from the most medial point on the epiphysis of the ischial tuberosity to the closest point on the acetabular rim.,"The distance from the most medial point on the epiphysis of the ischial tuberosity to the closest point on the acetabular rim (Langley et al. 2016:78, #70).","If the borders of the epiphysis cannot be determined, do not take this measurement.",sliding caliper,10,150,0.01,52,61,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
110,77,Osc_10,Osc_10 Maximum Ischiopubic Ramus Length (XIRL),10,The distance from the most inferior point on the symphyseal face to the most distance point on the ischial tuberosity.,"The distance from the most inferior point on the symphyseal face to the most distance point on the ischial tuberosity (Langley et al. 2016:78, #71).","",sliding caliper.,10,200,0.01,82,118,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
111,77,Osc_11,Osc_11 Anterior Superior Iliac Spine to Symphysion (ASISS),11,Measurement from the apex of the anterior superior iliac spine (most projecting area or point) to symphysion.,"Measurement from the apex of the anterior superior iliac spine (most projecting area or point) to symphysion (Langley et al. 2016:78, #72).","",sliding caliper.,50,200,0.01,121,157,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
112,77,Osc_12,Osc_12 Maximum Posterior Iliac Spine to Symphysion (PSISS),12,Maximum measurement from the posterior border of the posterior superior iliac spine to symphysion.,"Maximum measurement from the posterior border of the posterior superior iliac spine to symphysion (Langley et al. 2016:78, #73).","",sliding caliper.,100,300,0.01,150,207,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
113,77,Osc_13,Osc_13 Minimum Apical Border to Symphysion (WAS),13,Minimum measurement from the symphysion to the apex (anterior border) of the auricular surface.,"Minimum measurement from the symphysion to the apex (anterior border) of the auricular surface (Langley et al. 2016:78, #74).","",sliding caliper.,50,200,0.01,110,128,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
114,77,Osc_14,Osc_14 Thickness of the Ilium at the Sciatic Notch,14,"Position one end of the calipers along the arcuate line, adjacent to the apex of the auricular surface.  Slide the opposing end of the calipers to the posterior surface of the ilium to obtain the measurement.","Position one end of the calipers along the arcuate line, adjacent to the apex of the auricular surface.  Slide the opposing end of the calipers to the posterior surface of the ilium to obtain the measurement (Byrd and Adams 2008, #59A).","",sliding caliper,10,99,0.01,19,31,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
115,77,Osc_15,Osc_15 Maximum Breadth of the Ischium,15,Position one end of the calipers in the obturator foramen and place the other end on the ischial tuberosity. Move the calipers around to find the maximum distance.,"Position one end of the calipers in the obturator foramen and place the other end on the ischial tuberosity. Move the calipers around to find the maximum distance  (Byrd and Adams 2015, #59B).","",sliding caliper,10,99,0.01,28,46,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
116,77,Osc_16,Osc_16 Minimum Breadth of the Pubis,16,Position the calipers along the iliopubic ramus; rotate and slide the calipers to find the minimum distance. Use the pointed edges of the calipers instead of the flat so as not to obstruct the measurement.,"Position the calipers along the iliopubic ramus; rotate and slide the calipers to find the minimum distance. Use the pointed edges of the calipers instead of the flat so as not to obstruct the measurement  (Byrd and Adams 2015, #59C).","",sliding caliper,1,99,0.01,7,19,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
117,77,Osc_17,Osc_17 Maximum Diameter of the Acetabulum,17,The maximum distance of the acetabulum taken at any two points along the articular border of the lunate surface (look at the acetabulum from the side and take the measurement at the peaks of the ridges).  This distance is commonly found in line with the iliac crest and the ischial tuberosity.,"The maximum distance of the acetabulum taken at any two points along the articular border of the lunate surface (look at the acetabulum from the side and take the measurement at the peaks of the ridges).  This distance is commonly found in line with the iliac crest and the ischial tuberosity (Byrd and Adams 2008, #59E).","",sliding caliper.,10,150,0.01,49,67,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#os-coxa
176,81,Pat_01,Pat_01 Maximum Length,1,Find the maximum length of the patella.,"Find the maximum length of the patella (Byrd and Adams 2015, #74.5A).","",sliding calipers.,10,99,0.01,36,55,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#patella
177,81,Pat_02,Pat_02 Maximum Breadth,2,Find the maximum breadth of the patella.,"Find the maximum breadth of the patella (Byrd and Adams 2015, #74.5B).","",sliding calipers.,10,99,0.01,36,53,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#patella
178,81,Pat_03,Pat_03 Maximum Thickness,3,Find the maximum thickness of the patella.,"Find the maximum thickness of the patella (Byrd and Adams 2015, #74.5C).","",sliding calipers.,1,99,0.01,15,28,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#patella
91,82,Pis_01,Pis_01 Maximum Length of the Pisiform,1,This is the maximum length of the bone.  The measurement should be taken with sliding calipers.,"This is the maximum length of the bone.  The measurement should be taken with sliding calipers (Byrd and Adams 2015, #52.5I).","Move the bone up, down, and sideways in order to obtain the maximum distance.",sliding calipers.,1,99,0.01,12,19,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#hands
62,93,Rad_01,Rad_01 Maximum Length,1,Distance from the most proximally positioned point on the head of radius to the tip of the styloid process without regard for the long axis of the bone.,"Distance from the most proximally positioned point on the head of radius to the tip of the styloid process without regard for the long axis of the bone (Martin and Knussmann 1988:201, #1; Hrdlicka 1920:127; Moore-Jansen et al. 1994, #45; Langley et al. 2016:75, #50).","Place the proximal end against the vertical upright of the osteometric board and press the movable upright against the distal end. Move the bone up, down and sideways to obtain the maximum length.",osteometric board.,100,400,0.01,197,299,true,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#radius
63,93,Rad_02,Rad_02 Maximum Diameter of the Radius at Midshaft,2,The maximum diameter of the radial shaft taken at midshaft.,"The maximum diameter of the radial shaft taken at midshaft (Langley et al. 2016:75, #51).","Mark the midshaft of the bone with a pencil. Using sliding calipers to measure with one hand, rotate the bone with the other hand until the minimum diameter is obtained.",sliding caliper,1,99,0.01,10,23,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#radius
64,93,Rad_03,Rad_03 Minimum Diameter of the Radius at Midshaft,3,The minimum diameter of the radial shaft taken at midshaft.,"The minimum diameter of the radial shaft taken at midshaft (Langley et al. 2016:75, #52).","Mark the midshaft of the bone with a pencil. Using sliding calipers to measure with one hand, rotate the bone with the other hand until the minimum diameter is obtained.",sliding caliper,1,99,0.01,9,15,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#radius
65,93,Rad_04,Rad_04 Maximum Diameter of the Head,4,Position the calipers around the radial head and rotate the bone until the maximum distance is obtained.,"Position the calipers around the radial head and rotate the bone until the maximum distance is obtained (Montagu 1960:68; Langley et al. 2016:75, #53; Byrd and Adams 2003, #47D).","",sliding caliper.,1,99,0.01,18,30,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#radius
66,93,Rad_05,Rad_05 Anterior-Posterior (Sagittal) Diameter at Midshaft,5,Distance between anterior and posterior surfaces at midshaft.,"Distance between anterior and posterior surfaces at midshaft (Moore-Jansen et al. 1994, #46).",Determine the midpoint of the diaphysis on the osteometric board and mark with a pencil. Measure sagittal diameter at that point. This measurement is almost always less than the medial-lateral diameter.,sliding caliper.,1,99,0.01,6,18,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#radius
67,93,Rad_06,Rad_06 Medial-Lateral (Transverse) Diameter at Midshaft,6,Distance between medial and lateral surfaces at midshaft.,"Distance between medial and lateral surfaces at midshaft (Moore-Jansen et al. 1994, #47).",Perpendicular to anterior-posterior diameter.,sliding caliper.,1,99,0.01,10,22,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#radius
68,93,Rad_07,Rad_07 Maximum Diameter at the Radial Tuberosity,7,The maximum shaft diameter on the radial tuberosity.  Position the calipers around the tuberosity and rotate the bone until the maximum distance is obtained.,"The maximum shaft diameter on the radial tuberosity.  Position the calipers around the tuberosity and rotate the bone until the maximum distance is obtained (Byrd and Adams 2003, #47A).","",sliding caliper,1,99,0.01,15,21,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#radius
69,93,Rad_08,Rad_08 Maximum Diameter of the Diaphysis Distal to the Radial Tuberosity,8,"The maximum shaft diameter distal to the radial tuberosity, positioned along the interosseous crest.  The bone should be rotated to find the maximum distance.","The maximum shaft diameter distal to the radial tuberosity, positioned along the interosseous crest.  The bone should be rotated to find the maximum distance (Byrd and Adams 2003, #47B).","",sliding caliper,1,99,0.01,15,21,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#radius
70,93,Rad_09,Rad_09 Minimum Diameter of the Diaphysis Distal to the Radial Tuberosity,9,The minimum shaft diameter anywhere distal to the radial tuberosity.  The bone may be rotated to find the minimum distance.,"The minimum shaft diameter anywhere distal to the radial tuberosity.  The bone may be rotated to find the minimum distance (Byrd and Adams 2003, #47C).","",sliding caliper,1,99,0.01,9,15,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#radius
71,93,Rad_10,Rad_10 Breadth of the Distal Epiphysis,10,"The maximum distance from the ulnar notch to the lateral aspect of the styloid process.  The medial protrusions (articular borders of the ulnar notch) are placed against the vertical endboard of the osteometric board (sliding calipers may also be used) and the movable portion is applied to the lateral surface of the styloid process to find the maximum breadth (Byrd and Adams 2003, #47E).",The maximum distance from the ulnar notch to the lateral aspect of the styloid process.  The medial protrusions (articular borders of the ulnar notch) are placed against the vertical endboard of the osteometric board (sliding calipers may also be used) and the movable portion is applied to the lateral surface of the styloid process to find the maximum breadth.,"",sliding caliper,10,99,0.01,28,40,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#radius
96,115,Sac_01,Sac_01 Anterior Height of the Sacrum,1,Distance from a point on the promontory positioned in the midsagittal plane to a point on the anterior border of the tip of the sacrum measured in the midsagittal plane.,"Distance from a point on the promontory positioned in the midsagittal plane to a point on the anterior border of the tip of the sacrum measured in the midsagittal plane (Martin and Knussmann 1988:195, #2; Moore-Jansen et al. 1994, #53; Langley et al. 2016:76, #60).","Place the pointed tips of the caliper on the promontory and the anterior inferior border of the fifth sacral vertebra. The measurement is taken in the mid- sagittal plane. If a sacrum exhibits more than five segments, measure to the bottom segment and indicate the number of segments on the recording form. If the coccyx is fused to the sacrum do not include in the measurement.",sliding caliper.,50,200,0.01,72,144,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#sacrum
97,115,Sac_02,Sac_02 Anterior Breadth of the Sacrum,2,Maximum transverse breadth of the sacrum at the level of the anterior projection of the auricular surface.,"Maximum transverse breadth of the sacrum at the level of the anterior projection of the auricular surface (Martin and Knussmann 1988:195, #5; Moore-Jansen et al. 1994, #54; Langley et al. 2016:76, #61).","",sliding caliper.,50,200,0.01,80,134,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#sacrum
98,115,Sac_03,Sac_03 Transverse Diameter of Sacral Segment 1,3,The distance between the two most lateral points on the superior articular surface measured perpendicular to the midsagittal plane.,"The distance between the two most lateral points on the superior articular surface measured perpendicular to the midsagittal plane (Moore-Jansen et al. 1994, #55; Langley et al. 2016:77, #62).",The measurement should be taken on the superior articular surface of S1. When lipping of the articular surface is present approximate the original articular borders. This measurement is perpendicular to the AP Diameter of S1.,sliding caliper.,10,150,0.01,34,64,false,false,System,System,2018-04-29 18:35:14,2019-12-27 05:09:02,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/measurements/#sacrum
