id,sb_id,name,display_name,display_order,description,created_by,updated_by,created_at,updated_at,deleted_at,display_help,help_url
228,93,7,7 - Medial half of diaphysis,7,"Medial half of diaphysis to mid-point of the diaphysis, opposite of Zone 6",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#radius
229,93,8,8 - Superior half of distal third,8,Superior half of distal third of the radius,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#radius
230,93,9,9 - Lateral distal third,9,Lateral distal third of the diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#radius
231,93,10,10 - Medial distal third,10,Medial distal third of the diaphysis,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#radius
232,93,11,11 - Styloid process,11,Styloid process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#radius
233,94,1,1 - Head,1,Head,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#rib-1
234,94,2,2 - Rib angle including tubercle,2,Rib angle including tubercl ,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#rib-1
235,94,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#rib-1
236,94,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#rib-1
237,95,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
238,95,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
239,95,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
240,95,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
281,96,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
282,96,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
283,96,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
284,96,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
241,97,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
242,97,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
243,97,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
244,97,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
285,98,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
286,98,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
287,98,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
288,98,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
245,99,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
246,99,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
247,99,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
248,99,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
249,100,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
250,100,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
251,100,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
252,100,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
289,101,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
290,101,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
291,101,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
292,101,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
253,102,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
254,102,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
255,102,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
256,102,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
293,103,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
294,103,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
295,103,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
296,103,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
257,104,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
258,104,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
259,104,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
260,104,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
261,105,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
262,105,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
263,105,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
264,105,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
265,106,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
266,106,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
267,106,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
268,106,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
269,107,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
270,107,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
271,107,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
272,107,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
273,108,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
274,108,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
275,108,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
276,108,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
277,109,1,1 - Head and tubercle,1,Head and tubercle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
278,109,2,2 - Rib angle,2,Rib angle,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
279,109,3,3 - Corpus,3,Corpus,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
280,109,4,4 - Sternal end,4,Sternal end,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#ribs-2-12
489,110,1,1 - Body,1,Body,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
490,110,2,2 - Right ala,2,Right ala,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
491,110,3,3 - Left ala,3,Left ala,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
492,110,4,4 - Spinous process,4,Spinous process,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
493,111,1,1 - Body,1,Body,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
494,111,2,2 - Right ala,2,Right ala,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
495,111,3,3 - Left ala,3,Left ala,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
496,111,4,4 - Spinous process,4,Spinous process,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
497,112,1,1 - Body,1,Body,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
498,112,2,2 - Right ala,2,Right ala,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
499,112,3,3 - Left ala,3,Left ala,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
500,112,4,4 - Spinous process,4,Spinous process,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
501,113,1,1 - Body,1,Body,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
502,113,2,2 - Right ala,2,Right ala,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
503,113,3,3 - Left ala,3,Left ala,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
504,113,4,4 - Spinous process,4,Spinous process,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
505,114,1,1 - Body,1,Body,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
506,114,2,2 - Right ala,2,Right ala,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
507,114,3,3 - Left ala,3,Left ala,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
508,114,4,4 - Spinous process,4,Spinous process,System,System,2018-12-16 16:20:15,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
486,115,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
487,115,2,2 - Right ala,2,Right ala,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
488,115,3,3 - Left ala,3,Left ala,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
297,115,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sacrum
298,116,1,1 - All,1,All,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hand
299,117,1,1 - Coracoid process,1,Coracoid process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#scapula
300,117,2,2 - Superior half of the glenoid cavity,2,Superior half of the glenoid cavity,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#scapula
301,117,3,3 - Inferior half of the glenoid cavity,3,Inferior half of the glenoid cavity,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#scapula
302,117,4,4 - Acromial end,4,Acromial end and axillary third of the spine,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#scapula
303,117,5,5 - Axillary third of the squamous portion,5,Axillary third of the squamous portion and spine including the neck and area inferior to the coracoid process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#scapula
304,117,6,6 - Middle third of the squamous portion,6,"Middle third of the squamous portion superior to the spine, middle portion of the spine, and adjoining portion of supraspinous fossa ",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#scapula
305,117,7,7 - Axillary half of the sqaumous portion,7,Axillary half of the sqaumous portion inferior to the spine and infraspinous fossa,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#scapula
306,117,8,8 - Vertebral third of the sqaumous portion,8,Vertebral third of the sqaumous portion and spine including attachment for M. rhomboideus major and supraspinous fossa,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#scapula
307,117,9,9 - Vertebral half of sqamous portion,9,Vertebral half of sqamous portion inferior to the spine including infraspinous fossa,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#scapula
308,118,1,1 - All,1,All,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
309,119,1,1 - Identifiable as sesamoid,1,Identifiable as sesamoid,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#hands-and-feet
310,120,8,8 - Left sphenoid,8,Left sphenoid,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
311,120,9,9 - Right sphenoid,9,Right sphenoid,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
312,121,1,1 - Identifiable as stapes,1,Identifiable as stapes,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
313,122,2,2 - Corpus Sterni,1,Corpus Sterni,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sternum
314,123,1,1 - Manubrium,1,Manubrium,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sternum
315,123,2,2 - Corpus Sterni,2,Corpus Sterni,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sternum
316,123,3,3 - Xiphoid Process,3,Xiphoid Process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#sternum
317,124,1,1 - Medial half of the trochlea,1,Medial half of the trochlea,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
318,124,2,2 - Lateral half of the trochlea,2,Lateral half of the trochlea,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
319,124,3,3 - Medial half of the proximal portion,3,Medial half of the proximal portion,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
320,124,4,4 - Lateral half of the proximal portion,4,Lateral half of the proximal portion,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
321,125,6,6 - Left temporal,6,Left temporal including the root of the zygomatic process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
322,125,7,7 - Right temporal,7,Right temporal including the root of the zygomatic process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#cranium
323,126,1,1 - All,1,All,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#foot
324,127,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
325,127,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
326,127,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
327,127,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
478,128,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
479,128,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
480,128,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
481,128,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
328,129,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
329,129,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
330,129,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
331,129,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
446,130,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
447,130,2,2 - Right transverse process,2,"Right transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
448,130,3,3 - Left transverse process,3,"Left transverse process, pedicle, pars interarticularis, and articular facets",System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
449,130,4,4 - Spinous process,4,Spinous process,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
450,131,1,1 - Body,1,Body,System,System,2018-04-29 18:35:16,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#thoracic-and-lumbar-vertebrae
